url_path,views_total,views_unique
/ClavelLab/genome-assembly/tree/main/workflow/rules,21,2
/ClavelLab/genome-assembly/blob/main/workflow/rules/assembly.smk,13,3
/ClavelLab/genome-assembly/tree/main/workflow,13,2
/ClavelLab/genome-assembly,9,4
/ClavelLab/genome-assembly/blob/main/workflow/rules/quality_check.smk,6,2
/ClavelLab/genome-assembly/blob/main/workflow/rules/filtering.smk,4,1
/ClavelLab/genome-assembly/blob/main/config/README.md,3,1
/ClavelLab/genome-assembly/blob/main/config/demo.tsv,2,1
/ClavelLab/genome-assembly/blob/main/workflow/rules/common.smk,2,1
/ClavelLab/genome-assembly/blob/main/workflow/Snakefile,2,1
