url_path,views_total,views_unique
/NFDI4Microbiota/nfdi4microbiota-knowledge-base,16,7
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/tree/main/docs,10,2
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/tree/main/docs/_Experimental-Procedure-Standards-SOPs,7,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_Experimental-Procedure-Standards-SOPs/06-metabolite-extraction-from-adherent-mammalian-cells.md,5,2
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_Research-Data-Management/17-data-standardisation.md,5,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/blob/main/docs/_Standard-Operating-Procedures/01-collection-and-storage.md,5,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/issues,4,2
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/tree/main/.github/workflows,4,2
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/compare/main...babs1984-patch-1,4,1
/NFDI4Microbiota/nfdi4microbiota-knowledge-base/actions,3,2
